Product_ID,Campaign_ID,Coupon_Code
6391099,27,53620010028
8354048,13,10000085428
6919626,18,10000085478
15830318,23,55200017313
8293357,13,10000085428
1336770,13,10000085425
7442304,18,10000085478
15716349,18,10000085478
926498,13,10000085428
6463530,27,57940011080
9710490,13,10000085428
933372,16,50099700082
2523200,27,54100010032
1096508,8,53800050033
9553193,10,57007444182
7168439,13,10000085428
6633315,13,54110064074
15511130,18,10000085478
1585158,13,10000085426
1506178,8,54440020034
5660164,8,52840031033
13007945,18,10000085475
959179,18,51600070033
12949904,13,10000085429
555012,18,51600030101
1076756,8,10000085361
12810406,13,10000085429
1127548,8,10000085361
12132368,13,10000085427
2160650,13,10000085425
12647983,18,10000085478
9368349,13,10000085428
202364,18,10000085475
13095577,13,10000085428
9527458,18,10000085477
9859810,11,53600050042
1113645,26,57457010076
9445761,5,53600010082
9245347,13,10000085428
1032658,13,10000085428
1335834,18,10000085477
1117838,18,10000085478
1100490,18,10000085476
970483,18,10000085478
6979548,8,10000085362
5576756,13,10000085429
844893,8,10000085362
475384,8,10000089008
5691060,18,10000085476
823641,8,54440020075
843991,3,54100010032
15452449,24,10000085496
6632268,13,10000085428
348057,26,51600070033
943263,8,10000085362
10456193,8,10000085361
1816362,8,51410030033
5128941,18,10000085478
849890,13,10000085428
3049880,27,53620010028
1838618,13,10000085427
12946705,8,10000085362
7441271,22,57797520075
952943,27,57940011080
17179374,18,10000085478
10204703,8,50004110076
1720491,13,10000089099
13115621,19,53700048182
6704447,27,57940018076
1119761,8,10000085363
98090,27,57940011075
9837493,18,10000085479
9297135,13,51600050042
1017059,8,10000085362
925376,18,10000085478
1035356,8,57431200082
904899,18,10000085478
114877,27,57940011080
9655279,13,10000085428
1098363,8,57457010076
1023746,13,10000085428
15452783,13,57084400050
857262,13,10000085429
13095123,13,10000085425
1095846,13,10000085428
2259107,23,53000000036
1133826,13,10000085429
920367,18,10000085477
854408,26,53210000033
10456007,13,10000085428
1844172,27,54800110055
854520,18,10000085477
880235,13,10000085428
6034525,13,10000085428
1031516,18,10000085478
6554544,27,54589314175
847948,18,10000085479
8354206,13,10000085425
830973,13,10000085429
7409880,8,10000085361
1922835,13,10000085426
15483296,13,10000085429
937460,13,51683740078
910635,13,10000085428
9487767,18,10000085478
5720633,24,10000085495
824151,13,10000085428
9676314,8,54154888076
842126,5,55220010013
15972228,18,10000085477
1632921,30,51111037250
1017195,18,10000085477
536950,26,57144820076
9878585,13,10000085429
844932,30,52100026076
2714840,8,10000085362
1046031,30,53076800074
1116358,13,10000085429
2041617,18,10000085477
1007195,13,10000085425
951950,13,10000085428
3834613,8,10000085362
13510585,18,10000085478
8020036,18,52390010076
8183015,13,10000085428
9802643,10,55220010013
1021670,13,10000085428
1878907,26,52100026076
9526539,20,50052110076
1452720,13,10000085427
6983174,13,10000085429
723354,13,10000085426
6546597,8,52920000042
15452729,18,10000085477
6766506,5,51500050013
2594710,27,57940011080
2475289,30,54119611009
1100658,13,10000085429
906202,18,10000085477
1265435,13,10000085427
1834475,18,10000085476
1052993,18,10000085475
1057819,18,10000085478
12352088,8,10000085363
13036466,18,10000085478
1621185,18,52100054076
5693242,29,54850010009
1101087,18,10000085475
15629682,8,10000085362
825021,26,57008510075
917210,26,57124910082
1129160,13,10000085428
6961590,13,10000085428
9487457,13,10000085428
9489380,18,52840001082
4311184,16,52270011076
958233,18,10000085477
13776505,13,10000085425
13115500,18,10000085477
949766,13,10000085429
1123434,8,10000085361
5563934,13,10000085429
859402,18,10000085478
968627,13,10000085428
1076366,26,52100000032
1052313,13,10000085428
1636166,4,54420933024
6552959,26,54589314178
998404,13,10000085428
270361,13,57047091041
1964978,25,58768484040
477011,30,52420010075
9654821,13,10000085425
6633416,18,10000085478
12782104,18,10000085478
837270,8,10000085362
6551871,13,10000085428
8018991,24,10000085496
1499081,18,10000085477
15778586,18,55703712087
8357418,9,51380041309
5557467,18,10000085478
1079631,8,10000085361
935823,24,10000085495
6513911,13,10000085427
1781389,18,10000085476
527731,22,54850010033
15596932,18,10000085477
9242471,8,10000085362
13038620,18,10000085475
863366,18,10000085475
992996,13,10000085428
9830241,8,10000085361
13095498,13,10000085429
1074036,18,10000085477
1936145,18,10000089257
14026910,13,10000085426
839113,24,10000085495
14025608,13,10000085428
9396752,13,10000085428
1019643,8,10000085364
1201155,8,10000085361
758678,18,10000085477
1040596,13,10000085429
1102086,13,10000085429
85340,26,53600030082
10259608,8,10000085363
12487113,13,10000085427
13416474,18,10000085477
966103,18,10000085477
1077540,3,53620010028
1801210,23,55200017313
828813,8,10000085363
828628,8,10000085363
2309144,8,10000085361
1006092,18,10000085478
12672980,18,10000085479
1256337,18,10000085478
1093980,27,54589314187
136375,18,10000085477
948000,27,57940011080
15797818,18,10000085477
1093721,8,10000089012
1080856,8,10000085362
9420352,18,10000085476
904493,8,55100055075
15925409,18,10000085478
972342,8,10000085361
9526718,18,10000085478
9858843,18,10000085477
836745,13,53700061076
7044860,13,10000085427
2665750,8,10000089048
1916330,13,10000085427
6514251,13,10000085427
9445752,13,10000085429
10311488,18,10000085478
6391340,13,10000085426
16769483,18,10000085475
76628,18,10000085476
1476236,8,10000085361
1124201,18,10000085477
9858765,18,10000085476
855698,16,50099700082
1119887,13,10000085428
6555096,8,10000085362
12949380,18,10000085479
876806,13,10000085429
15722525,18,10000085476
888422,8,51410030033
107358,18,10000085478
1060219,13,10000085428
7150815,8,10000085363
5592261,13,10000089102
7148465,13,10000085428
976094,18,10000085478
1923238,18,10000085477
6704403,18,10000085478
12384098,24,10000085496
5695086,13,10000085428
680927,8,10000085361
14077731,18,10000085478
7167356,18,10000085479
12695726,23,10000085491
6445660,13,10000085425
103631,13,10000085426
666310,30,51111070135
9924934,13,10000085425
12487528,18,10000085478
2068170,13,10000085425
837367,13,10000085428
1124333,8,10000085361
10149946,18,10000085478
1501840,8,10000085361
1139915,26,57008510075
880105,18,10000085477
84372,26,53210000033
9553288,13,53700040075
1894285,13,10000085426
8014645,13,10000085426
12810556,8,10000085363
9392337,8,10000085361
1869644,13,10000085429
1086731,18,10000085478
89776,29,54850010009
1138296,8,53010010033
5693242,9,54850011033
5693713,26,51111078580
7025326,29,54400000033
2014186,27,54589314187
6704152,13,10000085428
1063594,30,51111037250
981557,18,10000085477
1896358,13,10000085427
1054424,13,10000089104
9420068,18,10000085477
13910944,18,10000085478
1405468,8,10000085363
758098,13,10000085425
41128,13,10000085429
936864,13,10000085425
6513734,13,10000085428
957088,18,10000085477
894733,18,10000085478
10456193,13,10000085432
8357489,18,10000085478
1012723,8,10000085361
208720,18,10000085477
12330481,18,10000085478
8115947,18,10000085477
98976,8,10000085361
1228381,18,10000085477
875531,8,10000085364
7188763,18,51800015050
92902,28,54670400033
830606,13,10000085428
9242918,13,10000085425
1056082,8,10000085363
1072724,13,54178802078
13007144,8,10000085363
955914,13,10000085429
123690,27,57940011080
1385592,8,53076800082
954284,13,10000085429
6464129,18,10000085478
914366,18,10000085478
978313,26,51111070150
990897,13,10000085425
9527019,16,52270011076
218190,13,10000085426
91295,17,54369530009
7025496,13,10000089137
1313125,18,10000085479
4767858,18,10000085478
123604,8,55000013033
13039233,13,10000085428
8293139,18,10000085479
1106373,1,52400000031
6979545,1,52500000075
6034217,13,10000085428
896317,18,10000085478
9396825,18,10000085478
13094913,13,10000085429
913595,18,10000085478
1229796,13,10000085427
1035326,8,10000085363
1293898,8,10000085364
1031083,14,53620010028
1035143,18,10000085477
12487194,13,10000085428
847997,13,10000085429
879815,13,10000085428
948014,8,10000085362
12525346,13,54100027032
821938,8,10000085363
878157,18,10000085475
349806,13,10000085429
1386533,13,10000085425
3903559,18,10000085475
2062838,18,10000085476
833609,26,57294010033
1988684,30,58265712024
1130777,13,10000085427
1054688,13,51600050042
6463107,25,58768484040
6554544,14,54589314177
5564982,13,10000085425
2292863,8,10000085362
13776460,8,10000085363
8159965,13,10000085428
1211895,13,10000085429
1048427,8,10000085363
1270490,18,10000085479
1116326,8,10000085364
1049879,13,10000085428
896665,8,10000085361
622973,8,10000085361
835353,18,10000085475
770829,13,10000089104
9803349,13,10000085428
995824,13,10000085428
118818,8,10000085363
10204330,13,10000085428
1028705,27,54589314175
922061,18,10000085478
2898837,13,10000085429
1085441,18,10000085478
1090634,27,57940011080
981988,8,10000085361
97252,30,55100011109
1029192,8,10000085362
6442895,27,57940018076
13039249,18,10000085478
1052752,13,10000085428
508828,24,10000085496
1080853,8,10000085362
9527128,13,10000085428
1040812,18,52113100033
854270,18,10000085477
1055513,18,10000085478
5575628,18,10000085478
2005109,2,52000030042
944439,27,57940011080
8205722,24,10000085496
13416297,16,50099700082
6471412,13,10000085428
4885789,18,10000085475
9368378,18,55928320070
879986,13,10000085425
917622,8,10000085363
6633315,8,54110064008
1090560,13,10000085428
6463579,20,54589399255
15686258,13,10000085428
1081421,13,10000085427
1048769,26,53210000033
1009187,13,10000085426
888850,18,10000085478
1313591,27,54100027032
1079382,4,54420933024
1019625,18,10000085478
10285390,13,51600040033
2038438,27,53620010028
85737,2,54670400033
9553005,13,10000085428
9913507,8,10000085361
2618682,13,10000085425
1918527,18,10000085477
12604944,18,10000085475
12428536,24,10000085495
850028,13,10000085428
12696032,9,10000085380
9933751,13,10000085429
1061688,13,10000085429
6919515,18,10000085475
7407147,18,10000085479
5567291,18,10000085478
1044114,8,10000085363
5565043,13,10000085425
977886,13,10000085427
83040,30,57023000076
1111971,30,57231020034
13911225,13,10000085429
2122954,8,10000085362
502673,28,51800000050
1026406,18,53210060033
12487471,13,10000085428
924978,8,51312010033
12731703,18,10000085479
1101211,13,10000085427
10121907,18,10000085478
8068463,13,10000085427
808602,1,52400000031
6772788,8,57431200082
1065331,27,53620010028
2756314,13,10000085426
5564419,13,10000085428
954966,8,10000085365
13095623,18,53700051551
852371,13,10000085429
3740200,8,10000085361
591842,18,10000085476
12988345,8,10000085362
398102,8,54154888082
1102775,18,10000085478
9925289,26,57144820076
1350898,13,10000085428
522968,16,50076613076
873715,26,52898920076
822739,13,10000085426
1193952,18,10000085478
87493,18,10000085475
926073,13,10000085425
9423210,8,10000085361
13095136,8,54116730076
855328,13,10000085428
1277693,26,54154888076
8118675,18,10000085477
7409472,8,10000085364
871240,13,10000085428
832681,24,10000085496
9927984,13,10000085429
12524510,8,10000085363
1865756,18,10000085477
1115712,18,10000085478
915905,18,10000085477
1085563,12,10000089073
13039241,18,10000085478
916284,18,10000085478
6552959,27,54589314175
918675,24,10000085496
1431793,30,51600070033
847034,18,10000085478
2059420,18,10000085476
12518330,18,10000085475
1183094,13,10000085428
1398520,13,10000085427
9194758,8,52840000075
963862,20,51111120078
6443001,18,10000085478
13911125,18,10000085478
6396036,18,10000085478
9297009,18,51862700076
2575859,13,10000085427
6391280,13,10000085427
9639051,8,10000085363
99737,18,10000085479
839225,24,10000085495
879983,5,50813700076
820827,13,10000085425
900697,13,10000085425
6978899,13,10000085428
13007018,8,10000085363
13072747,8,10000085361
10149863,18,54420930024
13218604,18,10000085477
865377,27,57940011075
948788,9,10000085380
4519071,18,10000085477
9553198,8,52840031033
929018,18,10000085479
15926840,18,10000085478
7167450,13,55111133087
9297288,13,10000085428
1063373,18,10000085475
826923,8,54900065051
1004125,18,10000085478
13876665,11,53600050042
9654812,13,10000085425
6429587,13,10000085428
8014465,18,10000085479
2645838,18,10000085475
9832659,8,10000085363
1053241,13,10000085428
1062340,18,10000085475
12325390,18,10000085479
12330909,13,10000085429
984724,18,10000085478
889107,18,10000085478
6945669,13,10000085429
1184481,17,51785400013
877137,18,10000085477
982790,13,10000085429
2068371,8,10000085362
5591552,18,10000085479
15931528,18,10000085478
1027473,13,10000085428
78280,20,54589321177
905942,17,53800030050
1042124,24,10000085495
1071690,18,10000085478
1247055,13,10000085428
1728971,3,54100027032
15511465,13,10000085428
863868,26,57294010033
1090784,8,54450031033
169881,18,10000085476
1353955,13,10000085425
1063302,13,10000085428
978257,8,10000085362
9553123,13,10000085428
1155854,13,57047091041
931040,18,10000085477
1588167,18,53120026033
12524275,13,54100027032
5565356,8,10000085361
1057256,27,57940011080
15452430,18,57231020034
8353104,13,10000085428
1055357,18,10000085478
9880041,18,10000085478
7086470,8,10000085363
12352024,13,10000085429
992304,18,57050100082
9484095,16,50099700082
9553034,18,10000085478
6533918,13,10000085428
8290421,13,10000085425
978561,13,10000085428
5590236,13,10000085429
9836302,8,10000085363
6773238,18,10000085477
85936,18,51600070033
7466952,18,10000085476
870915,8,54440020075
959090,18,10000085478
870720,1,57265521233
7166057,25,52840000033
905496,30,54119611009
1120616,13,10000085426
1818319,8,10000085363
1032246,18,10000085478
1341947,17,51785400013
840732,18,10000085477
13071586,8,10000085362
2412893,8,10000085362
2402713,8,10000085364
1018991,18,10000085475
874061,13,10000089076
904414,13,50004510078
2733450,13,53800050033
1084381,18,10000085479
13910225,18,10000085478
72816,18,10000085477
881912,13,10000085429
1021377,27,57940042076
974548,18,10000085479
9487893,24,10000085496
1040805,12,53800050033
7409943,18,10000085477
1155983,8,10000085361
13157800,18,10000085478
1354042,26,51111076635
12810527,8,10000085363
1283092,25,51200000009
13008223,13,10000085426
6391144,13,10000085427
1079365,3,51111122075
1082302,13,10000085429
1350338,18,10000085477
1530480,13,10000085429
15801299,22,10000085486
946328,18,10000085475
102054,13,10000085426
9803220,18,10000085478
998328,26,52100026076
850546,18,10000089258
862582,13,10000085427
86958,18,53120026033
837804,18,10000085478
1069274,13,10000085429
28929,26,52100026076
938759,8,10000085363
2612312,25,10000085498
9552903,18,10000085478
10457608,13,10000085428
12330834,18,10000085478
15483442,18,55703711082
1466550,13,10000085428
8020118,13,10000085427
6463504,8,10000085361
13073028,8,10000085362
1034191,18,10000085479
999769,18,10000085479
5592797,18,10000085478
98340,22,51800000050
832298,18,10000085478
951059,13,10000085428
856788,13,10000085427
823098,23,10000085493
1001728,13,10000085427
1524372,23,10000085493
1161583,24,10000085495
984940,13,10000085428
12810484,18,10000085479
9527938,8,10000085361
12171106,26,51298810077
1389035,30,52259213024
1006582,27,57940011080
903609,18,10000085477
1018044,27,57940011080
8205218,18,10000085479
1005861,13,10000085427
919216,13,53700061076
976112,30,55150000036
905582,18,10000085476
1091131,8,54110064008
1069973,8,55410000076
94532,17,54369530009
827393,13,10000085428
13775406,8,10000085362
8160436,18,10000085478
1095918,13,10000085428
2679816,18,57143020076
923838,13,10000085428
9883904,18,10000085479
15596628,18,53800050033
2209786,13,10000085429
6757662,18,10000085475
9858585,10,55220010013
1215332,18,10000085478
1036686,18,10000085479
1062219,14,54589399276
1105590,30,53600030082
1635434,18,10000085475
10457543,24,10000085496
9337208,18,10000085478
982039,13,10000085426
1052975,8,10000085361
13512853,8,51101700082
9803592,10,51500059033
13158076,13,10000085428
1250860,5,51300010013
1419621,18,10000085477
12812537,18,10000085479
92317,8,54440020034
12810400,8,10000085363
1120221,30,54300085075
973004,18,10000085478
119752,13,10000085428
1270785,8,10000085361
991753,13,10000085428
9484184,19,53600010087
13986356,13,10000085429
917622,18,10000085479
13382465,13,10000085427
384821,13,10000085427
880599,19,51300010013
2443137,8,10000085363
2060973,24,10000085496
7409844,13,10000085428
1048893,8,10000085361
1087754,8,10000085361
13416485,18,10000085477
16059265,18,10000085475
15977465,13,10000085429
962132,13,10000085428
997479,18,10000085476
2186541,14,53620010028
8151076,8,54440020033
1405370,26,54670421075
14025641,13,10000085427
1008531,18,51960010076
9836445,8,10000085362
917471,8,10000085362
1087493,27,54100010032
8357462,18,10000085479
928106,13,10000085428
7410121,13,10000085428
973547,18,10000085478
866012,23,10000085491
12582055,13,10000085428
865875,8,10000085362
13512727,18,10000085478
936229,8,54440020077
84957,8,53620010050
948164,16,52270011076
856857,13,10000085428
9677486,29,54300016033
836892,18,10000085478
5540360,18,10000085478
1123699,13,10000085428
1111937,13,10000085427
1006573,24,10000085496
8204232,18,10000085479
1008851,8,53076800082
6396532,18,10000085478
810969,27,54100024932
924096,30,52400060032
1356049,18,53120026033
6772450,18,10000085479
1125579,13,10000085428
6559489,26,51111071124
12812045,18,10000085479
1379367,13,10000085426
958233,28,54670400033
6967940,8,10000085363
9575523,13,10000085428
767151,13,10000085428
2050369,13,10000085429
917407,8,10000085363
1015835,13,10000085425
953957,13,10000085426
90890,8,10000085361
12263161,26,51298810077
837909,26,54154888076
1491484,13,10000085429
916445,13,10000085428
6463476,27,57940011075
1085640,18,10000085478
1105557,18,10000085478
1165944,24,10000085496
10456093,13,10000085429
860651,18,10000085479
7166672,18,51258700050
9654984,8,10000085362
54492,13,10000085427
39613,18,10000085476
2574714,12,10000089073
903527,13,10000085429
1587307,13,10000085425
5133312,8,10000085364
1138660,8,10000085363
872316,13,10000085427
2608937,8,10000085363
1444670,18,10000085476
917427,26,51111038233
993045,18,10000085478
942417,13,10000085425
62814,18,10000085479
5587682,18,10000085479
1816914,8,10000085364
6602538,13,10000085425
905539,13,10000085429
12130522,4,55000081033
1065098,27,51111131075
10355662,13,10000085428
544011,18,10000085476
1017750,13,10000085428
6443839,13,10000085427
1105576,18,10000085478
859984,3,51111131075
667518,8,10000085362
1116022,13,10000085428
856788,13,10000085432
1025154,18,51015850076
1772361,18,10000085475
6443026,18,10000085478
385478,24,10000085496
940441,8,10000085363
12335516,8,10000085363
6633342,18,10000085475
6463984,27,57940011080
871377,18,10000085475
2026887,13,10000085425
916439,18,10000085475
12132248,13,10000085425
9187482,18,10000085478
8071067,8,50004110076
1208805,18,10000085475
979160,18,10000085477
13877319,13,10000085429
1075074,18,10000085477
1216895,3,51111053378
850058,13,10000085426
1003750,18,10000085476
931883,26,57231020034
887428,18,53800050033
5564634,18,52000030042
13036466,13,10000085428
8069269,18,10000085477
1340957,13,10000085425
2276914,13,10000085428
16200738,18,10000085477
1411073,18,10000085476
45753,13,10000085427
13039266,8,10000085363
895936,18,10000085478
13910028,18,10000085475
962118,8,10000089012
5585701,13,10000089102
834208,8,10000085362
1003957,24,10000085495
1042582,13,10000085428
1023021,24,10000085496
890695,13,10000085427
2321362,13,10000085425
823750,13,10000085429
1076280,18,10000085477
15863593,13,10000085429
1888703,8,10000089054
9467760,26,51111070625
6546594,30,52920000028
6772958,18,10000085479
13416279,13,51254711082
730776,13,10000085428
1009187,18,10000085476
9419682,27,54589314175
13416519,13,10000085428
13417843,13,10000085427
1561937,13,10000085427
9527085,16,50099700082
908988,13,10000085429
888549,8,10000085363
279994,13,10000085425
15971754,13,10000085428
10122013,13,10000085425
1612139,18,10000085477
2021324,4,54300026150
7166457,30,53700060051
5588121,18,10000085476
872117,8,10000085363
1122532,17,54280011660
6961527,18,10000085478
80132,23,54850010033
1761365,8,10000085362
6919318,30,51300010013
10286464,24,10000085496
13072715,18,10000085475
1046557,24,10000085496
13158831,13,10000085428
1793915,26,51111070142
5567785,13,53010030033
1066882,18,10000085478
1103154,18,10000085478
906335,8,10000085361
1086612,18,10000085478
2597282,13,54650050060
12526314,3,53620010001
1055207,8,54133500050
2642679,13,10000085426
9526185,13,10000085427
1651052,13,10000089087
9836467,13,10000085429
12268893,8,10000085361
1744454,13,10000085425
880253,29,57047091041
8118980,13,10000085426
2126925,13,52898920076
10457238,13,10000085427
1351709,30,51111076670
13910669,13,10000085427
1010082,18,10000085478
977906,10,53600000082
9527005,18,10000085478
8179366,18,10000085479
8248930,18,10000085478
1007468,18,10000085478
1007082,8,10000085361
208322,18,10000085475
1136657,8,10000085366
12132088,13,10000085428
946241,18,10000085477
380786,18,10000085479
6632287,18,10000085478
6039272,13,10000085428
12649242,18,10000085478
1199164,23,55200017313
9837797,13,10000085429
911311,18,10000085477
1433221,8,10000085362
12781730,18,10000085479
13512945,18,10000085478
1006063,18,10000085475
1877357,13,10000085427
8145166,18,10000085479
2007589,13,10000085426
1099802,13,10000085432
950051,18,10000085478
2065971,1,52500000075
15835082,13,10000085426
6979214,16,53700048076
6391426,13,10000085428
933681,13,10000085428
12523759,18,57218040076
304476,13,10000085429
988818,18,10000085478
1355578,8,52840000075
1121434,13,10000085426
78306,8,10000085362
1071713,18,10000085477
1127025,8,51312010033
988362,30,57067041158
947059,26,51111078730
1822924,27,54100027032
1001907,18,10000085475
1735513,13,10000085426
13945028,13,10000085428
5651533,13,10000085429
6603003,13,10000085428
9419648,23,55200017313
30002,8,10000085361
13133472,18,10000085475
15780620,18,10000085476
2080569,18,10000089262
7100964,18,10000085477
15511944,13,10000085429
971005,13,10000085427
9527448,24,10000085495
829191,18,10000085475
1047805,30,53600011082
956338,8,10000085363
12603028,8,10000085361
1010119,13,55000035282
12381594,18,10000085477
1186850,8,10000085361
13876940,13,10000085426
974743,18,10000085475
1091647,13,10000085428
1089831,30,57231020034
874618,13,51600070033
16809698,24,10000085495
13511579,13,10000085427
954759,18,10000085477
1452720,8,10000085361
116551,18,10000085476
953278,18,10000085477
943135,18,10000085477
8352085,13,10000085429
79389,13,10000085429
1090784,22,54450000076
9531132,13,10000085427
958208,24,10000085496
877601,8,51600040033
893875,18,10000085477
6961505,8,57431200082
8019217,24,10000085495
9836519,8,10000085362
916811,13,10000085428
6552707,26,57124910082
13100082,18,10000085478
1053016,13,10000085426
5722637,8,10000085363
12949613,18,10000085479
1029468,13,10000085425
15778515,24,10000085495
9396883,13,10000085428
2649645,13,10000085425
15928014,18,10000085478
1077281,8,10000085361
1132575,13,10000085428
208313,13,10000085428
83153,3,53620010001
986674,13,10000085427
13986994,13,10000085425
6773096,13,10000085429
13512894,18,10000085478
2594710,11,57940062040
1585187,29,54850010009
16733731,13,10000085429
851676,25,58768484040
7441927,29,52840000051
12984571,13,10000085429
2209122,18,10000085477
823820,13,10000085429
1889122,18,53120026033
1112417,2,53800030050
17973644,18,10000085476
976922,13,10000085432
990656,9,52100000033
1014098,8,10000085363
955275,13,10000085429
12757328,18,10000085475
352930,8,10000085361
1035248,24,10000085495
15927092,18,10000085478
1105635,1,58978500076
1746040,18,10000085476
1901028,18,10000085479
1039495,13,10000085428
1331431,18,10000085477
1114374,18,10000085478
2536293,13,10000085428
731093,8,10000085366
972193,18,10000085478
1338166,18,10000085477
86141,18,55410000076
1868765,13,10000085429
1404726,13,10000085425
9194206,8,10000085361
13007335,18,10000085475
1645196,18,10000085475
1529589,8,10000085363
1097849,18,10000085479
850800,13,10000085428
2511164,8,10000085364
936302,8,50800490078
15928012,13,10000085428
7098358,18,57127920036
37756,17,57756765034
947654,24,10000085496
1998032,8,10000085362
13079897,13,51910011176
12810750,18,10000085475
12383754,8,54610020076
841697,8,10000085362
6850888,13,10000085428
13116492,13,10000085428
1147810,28,51800000050
865907,24,10000085495
9677385,13,10000085427
913144,8,10000085363
854685,27,57940011075
994409,24,10000085496
534241,18,10000085475
858727,30,53700060051
555230,26,54300010033
1125965,18,10000085478
1584244,9,54850011033
14050786,18,10000085478
6677061,30,55150026055
827683,13,10000085427
9858687,18,10000085478
834032,13,10000085428
9296986,8,57631000076
97322,13,10000085427
975156,18,10000085477
13127591,18,10000085477
280634,30,51111008776
10254659,8,10000085363
9837296,8,10000085361
